Landskode,Stadnamn engelsk,Landsnamn engelsk,Lenke til engelsk-XML
NO, Staurset ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rissa/Staurset/forecast_hour_by_hour.xml
NO, Straumen ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rissa/Straumen/forecast_hour_by_hour.xml
NO, Strømmen ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rissa/Strømmen/forecast_hour_by_hour.xml
NO, Sørfjorden ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rissa/Sørfjorden/forecast_hour_by_hour.xml
NO, Sørvika ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rissa/Sørvika/forecast_hour_by_hour.xml
NO, Tånnårvika ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rissa/Tånnårvika/forecast_hour_by_hour.xml
NO, Uddu ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rissa/Uddu/forecast_hour_by_hour.xml
NO, Vatngården ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rissa/Vatngården/forecast_hour_by_hour.xml
NO, Vålan ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rissa/Vålan/forecast_hour_by_hour.xml
NO, Årnset ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rissa/Årnset/forecast_hour_by_hour.xml
NO, Asenvågsøya ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Asenvågsøya/forecast_hour_by_hour.xml
NO, Bjugn ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Bjugn~221551/forecast_hour_by_hour.xml
NO, Botngård ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Botngård/forecast_hour_by_hour.xml
NO, Brandvika ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Brandvika/forecast_hour_by_hour.xml
NO, Elveng ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Elveng/forecast_hour_by_hour.xml
NO, Ervik ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Ervik/forecast_hour_by_hour.xml
NO, Ervika ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Ervika/forecast_hour_by_hour.xml
NO, Fauskan ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Fauskan/forecast_hour_by_hour.xml
NO, Fauskangrenda ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Fauskangrenda/forecast_hour_by_hour.xml
NO, Gjølga ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Gjølga/forecast_hour_by_hour.xml
NO, Hellesvika ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Hellesvika/forecast_hour_by_hour.xml
NO, Husøya ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Husøya/forecast_hour_by_hour.xml
NO, Høybakken ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Høybakken/forecast_hour_by_hour.xml
NO, Jøssund ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Jøssund/forecast_hour_by_hour.xml
NO, Jøssund ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Jøssund~221214/forecast_hour_by_hour.xml
NO, Klakkagrenda ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Klakkagrenda/forecast_hour_by_hour.xml
NO, Lia ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Lia/forecast_hour_by_hour.xml
NO, Lysøysundet ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Lysøysundet/forecast_hour_by_hour.xml
NO, Melem ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Melem/forecast_hour_by_hour.xml
NO, Melemsvika ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Melemsvika/forecast_hour_by_hour.xml
NO, Myrskardet ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Myrskardet/forecast_hour_by_hour.xml
NO, Nes ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Nes/forecast_hour_by_hour.xml
NO, Nes ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Nes~220777/forecast_hour_by_hour.xml
NO, Oksvoll ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Oksvoll/forecast_hour_by_hour.xml
NO, Olden ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Olden/forecast_hour_by_hour.xml
NO, Rømmen ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Rømmen/forecast_hour_by_hour.xml
NO, Sandnes ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Sandnes/forecast_hour_by_hour.xml
NO, Setergrenda ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Setergrenda/forecast_hour_by_hour.xml
NO, Skavdalen ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Skavdalen/forecast_hour_by_hour.xml
NO, Stallvika ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Stallvika/forecast_hour_by_hour.xml
NO, Steinvik ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Steinvik/forecast_hour_by_hour.xml
NO, Stjørna ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Stjørna/forecast_hour_by_hour.xml
NO, Stjørna ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Stjørna/forecast_hour_by_hour.xml
NO, Stranda ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Stranda/forecast_hour_by_hour.xml
NO, Tarva ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Tarva/forecast_hour_by_hour.xml
NO, Tussegrend ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Tussegrend/forecast_hour_by_hour.xml
NO, Tørrem ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Tørrem/forecast_hour_by_hour.xml
NO, Val ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Val/forecast_hour_by_hour.xml
NO, Vallersund ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Vallersund/forecast_hour_by_hour.xml
NO, Valøya ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Bjugn/Valøya/forecast_hour_by_hour.xml
NO, Berdal ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Berdal/forecast_hour_by_hour.xml
NO, Bjørkan ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Bjørkan/forecast_hour_by_hour.xml
NO, Blindvågen ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Blindvågen/forecast_hour_by_hour.xml
NO, Brenna ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Brenna/forecast_hour_by_hour.xml
NO, By ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/By/forecast_hour_by_hour.xml
NO, Dolmset ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Dolmset/forecast_hour_by_hour.xml
NO, Eid ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Eid/forecast_hour_by_hour.xml
NO, Guttelvika ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Guttelvika/forecast_hour_by_hour.xml
NO, Harbak ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Harbak/forecast_hour_by_hour.xml
NO, Harsvika ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Harsvika/forecast_hour_by_hour.xml
NO, Herfjord ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Herfjord/forecast_hour_by_hour.xml
NO, Høvika ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Høvika/forecast_hour_by_hour.xml
NO, Kattavika ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Kattavika/forecast_hour_by_hour.xml
NO, Kvenndal ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Kvenndal/forecast_hour_by_hour.xml
NO, Lines ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Lines/forecast_hour_by_hour.xml
NO, Linesøya ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Linesøya/forecast_hour_by_hour.xml
NO, Monstad ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Monstad/forecast_hour_by_hour.xml
NO, Monstadstranda ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Monstadstranda/forecast_hour_by_hour.xml
NO, Morrvollen ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Morrvollen/forecast_hour_by_hour.xml
NO, Nesabrekka ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Nesabrekka/forecast_hour_by_hour.xml
NO, Ratvika ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Ratvika/forecast_hour_by_hour.xml
NO, Reinsjøbu ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Reinsjøbu/forecast_hour_by_hour.xml
NO, Revsnes ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Revsnes/forecast_hour_by_hour.xml
NO, Rånes ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Rånes/forecast_hour_by_hour.xml
NO, Skjern ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Skjern/forecast_hour_by_hour.xml
NO, Stokknes ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Stokknes/forecast_hour_by_hour.xml
NO, Stokksund ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Stokksund/forecast_hour_by_hour.xml
NO, Stokksund ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Stokksund~2363670/forecast_hour_by_hour.xml
NO, Stokkøya ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Stokkøya~225497/forecast_hour_by_hour.xml
NO, Strand ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Strand/forecast_hour_by_hour.xml
NO, Tornes kapell ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Tornes_kapell/forecast_hour_by_hour.xml
NO, Tørhogg ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Tørhogg/forecast_hour_by_hour.xml
NO, Vassneset ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Vassneset/forecast_hour_by_hour.xml
NO, Åfjord ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Åfjord~221707/forecast_hour_by_hour.xml
NO, Åfjord kirke ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Åfjord_kirke/forecast_hour_by_hour.xml
NO, Årnes ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Åfjord/Årnes/forecast_hour_by_hour.xml
NO, Bakkan ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Roan/Bakkan/forecast_hour_by_hour.xml
NO, Bessaker ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Roan/Bessaker/forecast_hour_by_hour.xml
NO, Brandsfjord ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Roan/Brandsfjord/forecast_hour_by_hour.xml
NO, Hofstad ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Roan/Hofstad/forecast_hour_by_hour.xml
NO, Hongsand ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Roan/Hongsand/forecast_hour_by_hour.xml
NO, Kaura ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Roan/Kaura/forecast_hour_by_hour.xml
NO, Kiran ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Roan/Kiran/forecast_hour_by_hour.xml
NO, Kråkfjorden ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Roan/Kråkfjorden/forecast_hour_by_hour.xml
NO, Lonin ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Roan/Lonin/forecast_hour_by_hour.xml
NO, Roan ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Roan/Roan/forecast_hour_by_hour.xml
NO, Roan ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Roan/Roan~225308/forecast_hour_by_hour.xml
NO, Roan ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Roan/Roan~529976/forecast_hour_by_hour.xml
NO, Skjøra ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Roan/Skjøra/forecast_hour_by_hour.xml
NO, Storvika ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Roan/Storvika/forecast_hour_by_hour.xml
NO, Straum ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Roan/Straum/forecast_hour_by_hour.xml
NO, Sumstad ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Roan/Sumstad/forecast_hour_by_hour.xml
NO, Vettavika ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Roan/Vettavika/forecast_hour_by_hour.xml
NO, Ytterøya ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Roan/Ytterøya/forecast_hour_by_hour.xml
NO, Øygårdan ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Roan/Øygårdan/forecast_hour_by_hour.xml
NO, Buholmråsa ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Osen/Buholmråsa/forecast_hour_by_hour.xml
NO, Hepsøya ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Osen/Hepsøya/forecast_hour_by_hour.xml
NO, Husvika ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Osen/Husvika/forecast_hour_by_hour.xml
NO, Indre Skjervøya ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Osen/Indre_Skjervøya/forecast_hour_by_hour.xml
NO, Kya ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Osen/Kya/forecast_hour_by_hour.xml
NO, Nausthaugan ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Osen/Nausthaugan/forecast_hour_by_hour.xml
NO, Osen ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Osen/Osen~230259/forecast_hour_by_hour.xml
NO, Osen ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Osen/Osen~529908/forecast_hour_by_hour.xml
NO, Sandviksberget ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Osen/Sandviksberget/forecast_hour_by_hour.xml
NO, Seter ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Osen/Seter/forecast_hour_by_hour.xml
NO, Stein ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Osen/Stein/forecast_hour_by_hour.xml
NO, Steinsdalen ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Osen/Steinsdalen/forecast_hour_by_hour.xml
NO, Strand ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Osen/Strand/forecast_hour_by_hour.xml
NO, Sætranselva ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Osen/Sætranselva/forecast_hour_by_hour.xml
NO, Vingsand ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Osen/Vingsand/forecast_hour_by_hour.xml
NO, Ytre Skjervøya ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Osen/Ytre_Skjervøya/forecast_hour_by_hour.xml
NO, Yttervågen ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Osen/Yttervågen/forecast_hour_by_hour.xml
NO, Åkervika ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Osen/Åkervika/forecast_hour_by_hour.xml
NO, Aunegrenda ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Aunegrenda/forecast_hour_by_hour.xml
NO, Bjørkgrenda ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Bjørkgrenda/forecast_hour_by_hour.xml
NO, Breen ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Breen/forecast_hour_by_hour.xml
NO, Bårdsgarden ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Bårdsgarden/forecast_hour_by_hour.xml
NO, Dindalshytta ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Dindalshytta/forecast_hour_by_hour.xml
NO, Driva ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Driva/forecast_hour_by_hour.xml
NO, Dørremsgrenda ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Dørremsgrenda/forecast_hour_by_hour.xml
NO, Engan ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Engan/forecast_hour_by_hour.xml
NO, Fagerhaug kapell ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Fagerhaug_kapell/forecast_hour_by_hour.xml
NO, Fagerhaugen ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Fagerhaugen/forecast_hour_by_hour.xml
NO, Gjevilvasshytta ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Gjevilvasshytta/forecast_hour_by_hour.xml
NO, Gorsetgrenda ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Gorsetgrenda/forecast_hour_by_hour.xml
NO, Hevle ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Hevle/forecast_hour_by_hour.xml
NO, Hoksengmoan ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Hoksengmoan/forecast_hour_by_hour.xml
NO, Holsgrenda ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Holsgrenda/forecast_hour_by_hour.xml
NO, Klettgrenda ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Klettgrenda/forecast_hour_by_hour.xml
NO, Klevgardan ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Klevgardan/forecast_hour_by_hour.xml
NO, Li-Gardan ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Li-Gardan/forecast_hour_by_hour.xml
NO, Losgrenda ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Losgrenda/forecast_hour_by_hour.xml
NO, Lønset ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Lønset/forecast_hour_by_hour.xml
NO, Lønset kpl. ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Lønset_kpl_/forecast_hour_by_hour.xml
NO, Mjøa-grenda ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Mjøa-grenda/forecast_hour_by_hour.xml
NO, Morkagardan ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Morkagardan/forecast_hour_by_hour.xml
NO, Myran ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Myran/forecast_hour_by_hour.xml
NO, Oppdal ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Oppdal/forecast_hour_by_hour.xml
NO, Oppdal ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Oppdal~192340/forecast_hour_by_hour.xml
NO, Oppdal ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Oppdal~2291041/forecast_hour_by_hour.xml
NO, Orkelsjøen ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Orkelsjøen/forecast_hour_by_hour.xml
NO, Orkelsjøhytta ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Orkelsjøhytta/forecast_hour_by_hour.xml
NO, Reinheim ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Reinheim/forecast_hour_by_hour.xml
NO, Risgrenda ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Risgrenda/forecast_hour_by_hour.xml
NO, Rønningsgrenda ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Rønningsgrenda/forecast_hour_by_hour.xml
NO, Snøve ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Snøve/forecast_hour_by_hour.xml
NO, Storligrenda ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Storligrenda/forecast_hour_by_hour.xml
NO, Sætersgrenda ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Sætersgrenda/forecast_hour_by_hour.xml
NO, Tovasshytta ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Tovasshytta/forecast_hour_by_hour.xml
NO, Trolløyet ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Trolløyet/forecast_hour_by_hour.xml
NO, Tørvesgrenda ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Tørvesgrenda/forecast_hour_by_hour.xml
NO, Tågvollan ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Tågvollan/forecast_hour_by_hour.xml
NO, Ust-Vognillsgrenda ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Ust-Vognillsgrenda/forecast_hour_by_hour.xml
NO, Vangen ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Vangen/forecast_hour_by_hour.xml
NO, Vassendsetra ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Vassendsetra/forecast_hour_by_hour.xml
NO, Veksvesmoan ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Veksvesmoan/forecast_hour_by_hour.xml
NO, Viongen ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Viongen/forecast_hour_by_hour.xml
NO, Vognillan ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Vognillan/forecast_hour_by_hour.xml
NO, Ørstad ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Ørstad/forecast_hour_by_hour.xml
NO, Ålbu ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Ålbu/forecast_hour_by_hour.xml
NO, Åmotdalshytta ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Oppdal/Åmotdalshytta/forecast_hour_by_hour.xml
NO, Aunan lodge ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rennebu/Aunan_lodge/forecast_hour_by_hour.xml
NO, Berkåk ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rennebu/Berkåk/forecast_hour_by_hour.xml
NO, Damtjønna ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rennebu/Damtjønna/forecast_hour_by_hour.xml
NO, Flå ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rennebu/Flå/forecast_hour_by_hour.xml
NO, Gunnes ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rennebu/Gunnes/forecast_hour_by_hour.xml
NO, Herrem ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rennebu/Herrem/forecast_hour_by_hour.xml
NO, Hevertjønna ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rennebu/Hevertjønna~2712233/forecast_hour_by_hour.xml
NO, Hevertjønna ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rennebu/Hevertjønna~2712234/forecast_hour_by_hour.xml
NO, Innset ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rennebu/Innset/forecast_hour_by_hour.xml
NO, Innset ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rennebu/Innset~2473280/forecast_hour_by_hour.xml
NO, Jøldalshytta ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rennebu/Jøldalshytta/forecast_hour_by_hour.xml
NO, Meslo ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rennebu/Meslo/forecast_hour_by_hour.xml
NO, Nerskogen ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rennebu/Nerskogen~2291328/forecast_hour_by_hour.xml
NO, Nerskogen ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rennebu/Nerskogen/forecast_hour_by_hour.xml
NO, Ramssjøen ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rennebu/Ramssjøen/forecast_hour_by_hour.xml
NO, Rennebu ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rennebu/Rennebu~2214225/forecast_hour_by_hour.xml
NO, Rennebu ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rennebu/Rennebu~2383147/forecast_hour_by_hour.xml
NO, Rennebu ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rennebu/Rennebu~199060/forecast_hour_by_hour.xml
NO, Rokkones ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rennebu/Rokkones/forecast_hour_by_hour.xml
NO, Skjerve ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rennebu/Skjerve/forecast_hour_by_hour.xml
NO, Stamnan ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rennebu/Stamnan/forecast_hour_by_hour.xml
NO, Ulsberg ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rennebu/Ulsberg~192544/forecast_hour_by_hour.xml
NO, Ulsberg ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rennebu/Ulsberg/forecast_hour_by_hour.xml
NO, Uv ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rennebu/Uv/forecast_hour_by_hour.xml
NO, Voll ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Rennebu/Voll/forecast_hour_by_hour.xml
NO, Bjørnli ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Meldal/Bjørnli/forecast_hour_by_hour.xml
NO, Dombu ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Meldal/Dombu/forecast_hour_by_hour.xml
NO, Drogsetmoen ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Meldal/Drogsetmoen/forecast_hour_by_hour.xml
NO, Fagerlimoen ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Meldal/Fagerlimoen/forecast_hour_by_hour.xml
NO, Fossmoan ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Meldal/Fossmoan/forecast_hour_by_hour.xml
NO, Granastuggu ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Meldal/Granastuggu/forecast_hour_by_hour.xml
NO, Jerpstad ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Meldal/Jerpstad/forecast_hour_by_hour.xml
NO, Laksøybygda ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Meldal/Laksøybygda/forecast_hour_by_hour.xml
NO, Løkken ,Norway, http://www.yr.no/place/Norway/Sør-Trøndelag/Meldal/Løkken/forecast_hour_by_hour.xml
